image,name,age,crime,last_seen
001912.jpg,Ravi Reddy,59,Forgery,Mysore
001913.jpg,Prakash Das,39,Cyber Crime,Udupi
001914.jpg,Mahesh Gowda,53,Vehicle Theft,Dharwad
001915.jpg,Manoj Gupta,48,Smuggling,Bangalore
001916.jpg,Varun Rao,28,Theft,Belagavi
001917.jpg,Karthik Das,23,Smuggling,Bangalore
001918.jpg,Ajay Gupta,44,Smuggling,Tumakuru
001919.jpg,Manoj Patel,31,Smuggling,Shivamogga
001920.jpg,Prakash Verma,57,Burglary,Tumakuru
001921.jpg,Arjun Kumar,46,Burglary,Shivamogga
001922.jpg,Rahul Yadav,36,Robbery,Kalaburagi
001923.jpg,Rohan Das,35,Vehicle Theft,Udupi
001924.jpg,Nikhil Gowda,42,Fraud,Dharwad
001925.jpg,Anil Reddy,27,Kidnapping,Mysore
001926.jpg,Deepak Joshi,39,Fraud,Kalaburagi
001927.jpg,Suresh Shetty,29,Cyber Crime,Dharwad
001928.jpg,Manoj Rao,25,Vehicle Theft,Mangalore
001929.jpg,Ajay Naik,56,Assault,Belagavi
001930.jpg,Anil Kumar,47,Kidnapping,Shivamogga
001931.jpg,Akash Patel,46,Smuggling,Udupi
001932.jpg,Sunil Patel,58,Theft,Udupi
001933.jpg,Varun Shetty,25,Robbery,Dharwad
001934.jpg,Manoj Singh,25,Smuggling,Udupi
001935.jpg,Kiran Sharma,54,Burglary,Bangalore
001936.jpg,Akash Rao,54,Assault,Belagavi
001937.jpg,Ravi Yadav,23,Smuggling,Mangalore
001938.jpg,Ajay Singh,45,Cyber Crime,Kalaburagi
001939.jpg,Rohan Reddy,37,Cyber Crime,Dharwad
001940.jpg,Prakash Reddy,49,Assault,Hubli
001941.jpg,Arjun Patel,31,Forgery,Belagavi
001942.jpg,Akash Das,48,Robbery,Shivamogga
001943.jpg,Prakash Gowda,57,Robbery,Shivamogga
001944.jpg,Varun Rao,44,Robbery,Udupi
001945.jpg,Vijay Gowda,39,Vehicle Theft,Shivamogga
001946.jpg,Karthik Rao,42,Burglary,Dharwad
001947.jpg,Nikhil Singh,45,Burglary,Belagavi
001948.jpg,Amit Gupta,59,Burglary,Belagavi
001949.jpg,Sunil Kumar,56,Burglary,Udupi
001950.jpg,Varun Reddy,59,Vehicle Theft,Dharwad
001951.jpg,Manoj Naik,29,Assault,Bangalore
001952.jpg,Amit Das,53,Fraud,Udupi
001953.jpg,Kiran Kumar,54,Vehicle Theft,Mangalore
001954.jpg,Ravi Nair,29,Vehicle Theft,Udupi
001955.jpg,Kiran Reddy,32,Vehicle Theft,Shivamogga
001956.jpg,Ravi Reddy,25,Fraud,Hubli
001957.jpg,Prakash Verma,21,Robbery,Udupi
001958.jpg,Vivek Shetty,32,Theft,Hubli
001959.jpg,Karthik Joshi,21,Vehicle Theft,Dharwad
001960.jpg,Vijay Yadav,30,Forgery,Mangalore
001961.jpg,Rohan Das,60,Forgery,Bangalore
001962.jpg,Kiran Patel,40,Burglary,Mangalore
001963.jpg,Mahesh Naik,56,Kidnapping,Belagavi
001964.jpg,Anil Patel,43,Cyber Crime,Udupi
001965.jpg,Rahul Kumar,41,Fraud,Mangalore
001966.jpg,Prakash Kumar,33,Cyber Crime,Tumakuru
001967.jpg,Anil Reddy,24,Forgery,Kalaburagi
001968.jpg,Manoj Kumar,50,Vehicle Theft,Mysore
001969.jpg,Rohan Gupta,59,Forgery,Dharwad
001970.jpg,Suresh Patel,48,Vehicle Theft,Tumakuru
001971.jpg,Varun Gupta,39,Assault,Bangalore
001972.jpg,Kiran Joshi,34,Cyber Crime,Belagavi
001973.jpg,Karthik Kumar,55,Kidnapping,Tumakuru
001974.jpg,Nikhil Singh,20,Cyber Crime,Mysore
001975.jpg,Anil Das,39,Robbery,Tumakuru
001976.jpg,Amit Kumar,32,Burglary,Mysore
001977.jpg,Ajay Reddy,45,Theft,Belagavi
001978.jpg,Manoj Shetty,58,Smuggling,Hubli
001979.jpg,Rahul Kumar,37,Assault,Shivamogga
001980.jpg,Anil Singh,39,Theft,Belagavi
001981.jpg,Sunil Das,47,Robbery,Belagavi
001982.jpg,Akash Rao,39,Theft,Belagavi
001983.jpg,Kiran Singh,25,Smuggling,Bangalore
001984.jpg,Arjun Singh,46,Cyber Crime,Hubli
001985.jpg,Anil Das,56,Forgery,Shivamogga
001986.jpg,Vijay Gupta,29,Forgery,Dharwad
001987.jpg,Ravi Kumar,50,Robbery,Dharwad
001988.jpg,Sunil Gupta,46,Burglary,Kalaburagi
001989.jpg,Rohan Naik,38,Robbery,Hubli
001990.jpg,Suresh Rao,49,Vehicle Theft,Kalaburagi
001991.jpg,Manoj Gupta,47,Robbery,Shivamogga
001992.jpg,Suresh Joshi,42,Vehicle Theft,Bangalore
001993.jpg,Anil Verma,37,Robbery,Udupi
001994.jpg,Ajay Kumar,58,Robbery,Belagavi
001995.jpg,Vivek Kumar,48,Cyber Crime,Kalaburagi
001996.jpg,Anil Verma,25,Theft,Belagavi
001997.jpg,Prakash Reddy,24,Forgery,Tumakuru
001998.jpg,Deepak Gowda,40,Assault,Shivamogga
001999.jpg,Anil Kumar,59,Fraud,Mangalore
002000.jpg,Rohan Das,43,Cyber Crime,Tumakuru
002001.jpg,Anil Naik,44,Theft,Tumakuru
002002.jpg,Anil Sharma,39,Robbery,Shivamogga
002003.jpg,Varun Singh,39,Fraud,Mangalore
002004.jpg,Sunil Das,36,Fraud,Belagavi
002005.jpg,Manoj Rao,56,Robbery,Mysore
002006.jpg,Rohan Sharma,31,Robbery,Bangalore
002007.jpg,Amit Patel,49,Kidnapping,Belagavi
002008.jpg,Sunil Sharma,30,Kidnapping,Mangalore
002009.jpg,Mahesh Yadav,39,Forgery,Bangalore
002010.jpg,Vivek Das,23,Smuggling,Belagavi
002011.jpg,Ravi Verma,41,Kidnapping,Mysore
002012.jpg,Suresh Verma,50,Assault,Belagavi
002013.jpg,Ajay Das,31,Theft,Udupi
002014.jpg,Akash Joshi,58,Theft,Mangalore
002015.jpg,Ajay Verma,36,Assault,Bangalore
002016.jpg,Karthik Nair,52,Fraud,Bangalore
002017.jpg,Deepak Gowda,29,Vehicle Theft,Shivamogga
002018.jpg,Ajay Yadav,29,Vehicle Theft,Tumakuru
002019.jpg,Ajay Kumar,55,Cyber Crime,Udupi
002020.jpg,Vijay Verma,52,Theft,Mangalore
002021.jpg,Mahesh Patel,23,Smuggling,Tumakuru
002022.jpg,Deepak Gowda,25,Robbery,Dharwad
002023.jpg,Varun Rao,23,Burglary,Bangalore
002024.jpg,Akash Patel,48,Smuggling,Bangalore
002025.jpg,Vijay Sharma,20,Theft,Belagavi
002026.jpg,Sunil Verma,59,Forgery,Hubli
002027.jpg,Deepak Rao,46,Forgery,Mangalore
002028.jpg,Rohan Gupta,33,Smuggling,Mangalore
002029.jpg,Manoj Nair,22,Kidnapping,Mysore
002030.jpg,Karthik Das,37,Theft,Shivamogga
002031.jpg,Arjun Naik,38,Assault,Tumakuru
002032.jpg,Arjun Shetty,52,Robbery,Bangalore
002033.jpg,Deepak Patel,60,Burglary,Udupi
002034.jpg,Ravi Naik,52,Theft,Shivamogga
002035.jpg,Mahesh Shetty,58,Theft,Bangalore
002036.jpg,Rahul Patel,48,Cyber Crime,Tumakuru
002037.jpg,Karthik Yadav,32,Burglary,Belagavi
002038.jpg,Ravi Nair,49,Forgery,Belagavi
002039.jpg,Suresh Gupta,45,Fraud,Kalaburagi
002040.jpg,Ajay Joshi,39,Vehicle Theft,Tumakuru
002041.jpg,Karthik Nair,27,Burglary,Kalaburagi
002042.jpg,Manoj Shetty,38,Vehicle Theft,Dharwad
002043.jpg,Ajay Verma,42,Assault,Udupi
002044.jpg,Nikhil Naik,42,Smuggling,Tumakuru
002045.jpg,Rahul Rao,25,Forgery,Kalaburagi
002046.jpg,Rahul Joshi,34,Smuggling,Mangalore
002047.jpg,Akash Reddy,60,Vehicle Theft,Hubli
002048.jpg,Anil Nair,54,Fraud,Bangalore
002049.jpg,Suresh Shetty,38,Forgery,Bangalore
002050.jpg,Karthik Reddy,54,Forgery,Dharwad
002051.jpg,Varun Gupta,58,Theft,Kalaburagi
002052.jpg,Amit Sharma,39,Vehicle Theft,Hubli
002053.jpg,Manoj Patel,28,Vehicle Theft,Bangalore
002054.jpg,Ravi Patel,54,Smuggling,Dharwad
002055.jpg,Akash Naik,30,Smuggling,Kalaburagi
002056.jpg,Mahesh Singh,41,Burglary,Bangalore
002057.jpg,Nikhil Verma,28,Robbery,Tumakuru
002058.jpg,Ajay Joshi,48,Cyber Crime,Mysore
002059.jpg,Prakash Shetty,46,Burglary,Dharwad
002060.jpg,Vijay Singh,37,Fraud,Shivamogga
002061.jpg,Nikhil Shetty,25,Burglary,Belagavi
002062.jpg,Kiran Verma,37,Assault,Shivamogga
002063.jpg,Mahesh Shetty,26,Vehicle Theft,Bangalore
002064.jpg,Akash Shetty,48,Kidnapping,Tumakuru
002065.jpg,Ajay Joshi,54,Robbery,Tumakuru
002066.jpg,Amit Joshi,26,Vehicle Theft,Dharwad
002067.jpg,Ajay Singh,20,Theft,Kalaburagi
002068.jpg,Rohan Verma,42,Robbery,Udupi
002069.jpg,Mahesh Joshi,40,Theft,Belagavi
002070.jpg,Mahesh Yadav,28,Cyber Crime,Shivamogga
002071.jpg,Vijay Patel,42,Assault,Bangalore
002072.jpg,Amit Joshi,45,Burglary,Mangalore
002073.jpg,Vivek Yadav,24,Assault,Dharwad
002074.jpg,Rahul Reddy,30,Kidnapping,Bangalore
002075.jpg,Nikhil Singh,54,Smuggling,Mysore
002076.jpg,Nikhil Gupta,42,Smuggling,Dharwad
002077.jpg,Anil Gowda,52,Smuggling,Kalaburagi
002078.jpg,Karthik Patel,41,Assault,Hubli
002079.jpg,Anil Reddy,54,Robbery,Shivamogga
002080.jpg,Nikhil Das,48,Forgery,Hubli
002081.jpg,Rohan Das,44,Assault,Tumakuru
002082.jpg,Ajay Kumar,41,Assault,Bangalore
002083.jpg,Karthik Sharma,50,Assault,Dharwad
002084.jpg,Nikhil Singh,25,Forgery,Belagavi
002085.jpg,Akash Nair,32,Smuggling,Tumakuru
002086.jpg,Deepak Singh,55,Burglary,Mangalore
002087.jpg,Rohan Verma,29,Theft,Dharwad
002088.jpg,Arjun Shetty,23,Vehicle Theft,Mangalore
002089.jpg,Anil Reddy,58,Kidnapping,Kalaburagi
002090.jpg,Ajay Rao,55,Vehicle Theft,Kalaburagi
002091.jpg,Sunil Gupta,52,Cyber Crime,Kalaburagi
002092.jpg,Ajay Patel,45,Robbery,Mangalore
002093.jpg,Vivek Shetty,36,Cyber Crime,Belagavi
002094.jpg,Prakash Verma,39,Smuggling,Tumakuru
002095.jpg,Manoj Verma,45,Vehicle Theft,Mysore
002096.jpg,Karthik Gupta,53,Assault,Mangalore
002097.jpg,Nikhil Patel,51,Fraud,Tumakuru
002098.jpg,Deepak Joshi,30,Burglary,Belagavi
002099.jpg,Amit Shetty,23,Assault,Dharwad
002100.jpg,Prakash Joshi,38,Kidnapping,Mangalore
002101.jpg,Vijay Rao,30,Theft,Mangalore
002102.jpg,Suresh Reddy,29,Smuggling,Shivamogga
002103.jpg,Vijay Joshi,54,Assault,Bangalore
002104.jpg,Varun Shetty,50,Assault,Hubli
002105.jpg,Sunil Shetty,37,Vehicle Theft,Bangalore
002106.jpg,Suresh Gowda,45,Kidnapping,Kalaburagi
002107.jpg,Nikhil Shetty,34,Fraud,Tumakuru
002108.jpg,Prakash Nair,33,Assault,Hubli
002109.jpg,Arjun Yadav,52,Theft,Mangalore
002110.jpg,Suresh Patel,25,Assault,Mysore
002111.jpg,Rohan Das,40,Fraud,Tumakuru
002112.jpg,Akash Yadav,31,Robbery,Tumakuru
002113.jpg,Prakash Joshi,47,Theft,Hubli
002114.jpg,Deepak Joshi,24,Burglary,Bangalore
002115.jpg,Karthik Patel,46,Cyber Crime,Dharwad
002116.jpg,Nikhil Reddy,49,Cyber Crime,Kalaburagi
002117.jpg,Prakash Sharma,58,Forgery,Tumakuru
002118.jpg,Anil Shetty,41,Burglary,Shivamogga
002119.jpg,Deepak Rao,22,Forgery,Udupi
002120.jpg,Vijay Patel,23,Vehicle Theft,Mysore
002121.jpg,Suresh Singh,32,Vehicle Theft,Udupi
002122.jpg,Vijay Yadav,42,Assault,Dharwad
002123.jpg,Mahesh Verma,41,Assault,Udupi
002124.jpg,Rohan Shetty,55,Fraud,Kalaburagi
002125.jpg,Karthik Gupta,49,Robbery,Kalaburagi
002126.jpg,Ravi Nair,59,Robbery,Bangalore
002127.jpg,Anil Singh,39,Fraud,Mangalore
002128.jpg,Karthik Rao,24,Fraud,Kalaburagi
002129.jpg,Mahesh Joshi,41,Robbery,Udupi
002130.jpg,Deepak Kumar,49,Cyber Crime,Hubli
002131.jpg,Vivek Rao,31,Assault,Bangalore
002132.jpg,Suresh Verma,57,Cyber Crime,Belagavi
002133.jpg,Kiran Nair,53,Kidnapping,Tumakuru
002134.jpg,Varun Naik,35,Vehicle Theft,Dharwad
002135.jpg,Sunil Kumar,21,Burglary,Mangalore
002136.jpg,Ravi Singh,55,Cyber Crime,Kalaburagi
002137.jpg,Mahesh Joshi,29,Robbery,Kalaburagi
002138.jpg,Deepak Sharma,24,Smuggling,Bangalore
002139.jpg,Karthik Patel,26,Kidnapping,Udupi
002140.jpg,Vivek Yadav,21,Smuggling,Shivamogga
002141.jpg,Kiran Gowda,25,Theft,Mangalore
002142.jpg,Mahesh Rao,47,Burglary,Tumakuru
002143.jpg,Nikhil Reddy,47,Assault,Udupi
002144.jpg,Mahesh Reddy,28,Forgery,Udupi
002145.jpg,Mahesh Gowda,37,Forgery,Tumakuru
002146.jpg,Akash Gowda,47,Cyber Crime,Mysore
002147.jpg,Arjun Shetty,51,Vehicle Theft,Mysore
002148.jpg,Rahul Rao,24,Theft,Bangalore
002149.jpg,Suresh Das,55,Robbery,Bangalore
002150.jpg,Sunil Nair,45,Theft,Belagavi
002151.jpg,Prakash Das,40,Cyber Crime,Mysore
002152.jpg,Prakash Gowda,33,Theft,Shivamogga
002153.jpg,Kiran Naik,59,Vehicle Theft,Tumakuru
002154.jpg,Akash Nair,36,Burglary,Bangalore
002155.jpg,Rahul Yadav,28,Cyber Crime,Hubli
002156.jpg,Karthik Das,30,Theft,Tumakuru
002157.jpg,Manoj Verma,28,Smuggling,Shivamogga
002158.jpg,Suresh Nair,46,Assault,Kalaburagi
002159.jpg,Akash Joshi,33,Fraud,Belagavi
002160.jpg,Suresh Yadav,54,Cyber Crime,Hubli
002161.jpg,Amit Yadav,42,Forgery,Tumakuru
002162.jpg,Prakash Singh,39,Robbery,Hubli
002163.jpg,Manoj Verma,30,Theft,Dharwad
002164.jpg,Rahul Sharma,54,Fraud,Tumakuru
002165.jpg,Manoj Sharma,21,Burglary,Hubli
002166.jpg,Ajay Gupta,26,Fraud,Bangalore
002167.jpg,Suresh Reddy,45,Forgery,Tumakuru
002168.jpg,Vijay Rao,36,Fraud,Hubli
002169.jpg,Suresh Singh,47,Robbery,Kalaburagi
002170.jpg,Deepak Naik,41,Vehicle Theft,Dharwad
002171.jpg,Mahesh Sharma,50,Assault,Bangalore
002172.jpg,Vijay Rao,42,Robbery,Tumakuru
002173.jpg,Prakash Verma,42,Burglary,Kalaburagi
002174.jpg,Amit Shetty,59,Smuggling,Kalaburagi
002175.jpg,Ajay Shetty,33,Fraud,Shivamogga
002176.jpg,Ravi Shetty,50,Forgery,Hubli
002177.jpg,Amit Das,39,Fraud,Udupi
002178.jpg,Vijay Yadav,45,Fraud,Udupi
002179.jpg,Kiran Reddy,26,Robbery,Belagavi
002180.jpg,Suresh Das,38,Assault,Belagavi
002181.jpg,Varun Joshi,27,Forgery,Udupi
002182.jpg,Kiran Verma,34,Burglary,Kalaburagi
002183.jpg,Manoj Patel,21,Forgery,Udupi
002184.jpg,Anil Rao,39,Assault,Udupi
002185.jpg,Rohan Sharma,53,Assault,Mysore
002186.jpg,Amit Gupta,25,Fraud,Mysore
002187.jpg,Sunil Naik,37,Fraud,Shivamogga
002188.jpg,Varun Gowda,26,Assault,Bangalore
002189.jpg,Manoj Nair,29,Burglary,Mangalore
002190.jpg,Vivek Verma,33,Vehicle Theft,Tumakuru
002191.jpg,Mahesh Naik,23,Fraud,Belagavi
002192.jpg,Nikhil Rao,44,Cyber Crime,Mangalore
002193.jpg,Sunil Gowda,60,Forgery,Belagavi
002194.jpg,Mahesh Nair,49,Theft,Bangalore
002195.jpg,Ajay Sharma,31,Fraud,Bangalore
002196.jpg,Deepak Singh,43,Assault,Belagavi
002197.jpg,Ajay Reddy,44,Assault,Mangalore
002198.jpg,Mahesh Rao,43,Smuggling,Tumakuru
002199.jpg,Amit Reddy,45,Robbery,Bangalore
002200.jpg,Nikhil Reddy,59,Smuggling,Belagavi
002201.jpg,Arjun Naik,41,Cyber Crime,Udupi
002202.jpg,Anil Sharma,54,Cyber Crime,Udupi
002203.jpg,Rahul Reddy,25,Robbery,Kalaburagi
002204.jpg,Nikhil Joshi,55,Robbery,Belagavi
002205.jpg,Rahul Reddy,48,Forgery,Kalaburagi
002206.jpg,Prakash Patel,48,Burglary,Tumakuru
002207.jpg,Varun Verma,44,Fraud,Kalaburagi
002208.jpg,Vivek Gowda,25,Vehicle Theft,Hubli
002209.jpg,Sunil Kumar,54,Forgery,Belagavi
002210.jpg,Deepak Gowda,28,Vehicle Theft,Dharwad
002211.jpg,Anil Joshi,52,Forgery,Hubli
002212.jpg,Kiran Rao,58,Smuggling,Mysore
002213.jpg,Akash Yadav,49,Robbery,Udupi
002214.jpg,Kiran Gupta,41,Fraud,Udupi
002215.jpg,Prakash Joshi,57,Theft,Shivamogga
002216.jpg,Nikhil Sharma,43,Fraud,Dharwad
002217.jpg,Rahul Singh,29,Theft,Hubli
002218.jpg,Ravi Gowda,43,Theft,Kalaburagi
002219.jpg,Rohan Rao,32,Robbery,Mysore
002220.jpg,Rahul Yadav,57,Vehicle Theft,Belagavi
002221.jpg,Suresh Joshi,20,Theft,Hubli
002222.jpg,Nikhil Singh,53,Forgery,Mangalore
002223.jpg,Mahesh Das,30,Assault,Mangalore
002224.jpg,Varun Sharma,49,Kidnapping,Hubli
002225.jpg,Karthik Sharma,43,Cyber Crime,Tumakuru
002226.jpg,Mahesh Patel,48,Theft,Mysore
002227.jpg,Kiran Rao,23,Smuggling,Hubli
002228.jpg,Manoj Verma,53,Cyber Crime,Kalaburagi
002229.jpg,Arjun Joshi,52,Kidnapping,Hubli
002230.jpg,Rahul Verma,44,Fraud,Belagavi
002231.jpg,Manoj Sharma,33,Forgery,Kalaburagi
002232.jpg,Arjun Sharma,30,Fraud,Belagavi
002233.jpg,Suresh Sharma,53,Robbery,Dharwad
002234.jpg,Arjun Sharma,29,Cyber Crime,Mangalore
002235.jpg,Mahesh Singh,28,Assault,Tumakuru
002236.jpg,Ravi Gowda,40,Robbery,Udupi
002237.jpg,Amit Gowda,50,Assault,Mangalore
002238.jpg,Kiran Naik,25,Kidnapping,Shivamogga
002239.jpg,Sunil Patel,23,Burglary,Mysore
002240.jpg,Prakash Verma,42,Robbery,Mangalore
002241.jpg,Vivek Nair,59,Theft,Mangalore
002242.jpg,Ajay Sharma,29,Burglary,Mangalore
002243.jpg,Suresh Sharma,42,Smuggling,Udupi
002244.jpg,Mahesh Kumar,55,Fraud,Udupi
002245.jpg,Karthik Gupta,57,Fraud,Mysore
002246.jpg,Ravi Naik,49,Burglary,Udupi
002247.jpg,Vijay Kumar,23,Assault,Mysore
002248.jpg,Amit Reddy,60,Robbery,Belagavi
002249.jpg,Prakash Naik,35,Robbery,Kalaburagi
002250.jpg,Ravi Das,38,Theft,Tumakuru
002251.jpg,Vijay Kumar,35,Burglary,Tumakuru
002252.jpg,Vijay Rao,42,Cyber Crime,Tumakuru
002253.jpg,Arjun Singh,21,Fraud,Dharwad
002254.jpg,Prakash Shetty,20,Smuggling,Hubli
002255.jpg,Prakash Nair,38,Vehicle Theft,Bangalore
002256.jpg,Manoj Gupta,47,Vehicle Theft,Mangalore
002257.jpg,Anil Sharma,58,Cyber Crime,Mangalore
002258.jpg,Varun Nair,39,Vehicle Theft,Hubli
002259.jpg,Suresh Shetty,44,Vehicle Theft,Shivamogga
002260.jpg,Vijay Rao,60,Kidnapping,Dharwad
002261.jpg,Deepak Naik,58,Fraud,Hubli
002262.jpg,Anil Gowda,21,Theft,Tumakuru
002263.jpg,Rohan Reddy,23,Cyber Crime,Shivamogga
002264.jpg,Arjun Patel,25,Vehicle Theft,Udupi
002265.jpg,Amit Shetty,49,Kidnapping,Shivamogga
002266.jpg,Manoj Das,47,Fraud,Hubli
002267.jpg,Varun Singh,22,Vehicle Theft,Dharwad
002268.jpg,Vijay Naik,39,Fraud,Hubli
002269.jpg,Karthik Rao,45,Robbery,Kalaburagi
002270.jpg,Ravi Singh,46,Forgery,Hubli
002271.jpg,Karthik Reddy,46,Robbery,Mangalore
002272.jpg,Anil Verma,30,Burglary,Mysore
002273.jpg,Akash Reddy,28,Smuggling,Shivamogga
002274.jpg,Sunil Shetty,44,Fraud,Belagavi
002275.jpg,Varun Sharma,23,Burglary,Belagavi
002276.jpg,Rahul Patel,35,Assault,Hubli
002277.jpg,Anil Joshi,48,Robbery,Udupi
002278.jpg,Nikhil Yadav,42,Fraud,Tumakuru
002279.jpg,Nikhil Rao,48,Burglary,Mangalore
002280.jpg,Arjun Singh,34,Assault,Hubli
002281.jpg,Ravi Patel,54,Kidnapping,Udupi
002282.jpg,Rahul Sharma,45,Kidnapping,Hubli
002283.jpg,Rahul Yadav,29,Smuggling,Hubli
002284.jpg,Anil Joshi,39,Cyber Crime,Tumakuru
002285.jpg,Kiran Yadav,36,Burglary,Mysore
002286.jpg,Ravi Singh,50,Burglary,Belagavi
002287.jpg,Ravi Gupta,45,Robbery,Dharwad
002288.jpg,Mahesh Nair,41,Cyber Crime,Tumakuru
002289.jpg,Suresh Sharma,44,Assault,Bangalore
002290.jpg,Amit Nair,34,Smuggling,Mangalore
002291.jpg,Rohan Sharma,20,Forgery,Dharwad
002292.jpg,Nikhil Gowda,33,Cyber Crime,Belagavi
002293.jpg,Amit Singh,60,Robbery,Bangalore
002294.jpg,Deepak Gupta,22,Vehicle Theft,Tumakuru
002295.jpg,Rohan Reddy,33,Theft,Udupi
002296.jpg,Prakash Naik,45,Kidnapping,Tumakuru
002297.jpg,Suresh Sharma,29,Robbery,Hubli
002298.jpg,Arjun Das,59,Fraud,Mysore
002299.jpg,Vijay Gupta,34,Cyber Crime,Kalaburagi
002300.jpg,Nikhil Joshi,36,Burglary,Tumakuru
002301.jpg,Anil Patel,44,Smuggling,Kalaburagi
002302.jpg,Amit Verma,38,Fraud,Belagavi
002303.jpg,Kiran Joshi,28,Robbery,Kalaburagi
002304.jpg,Vijay Shetty,22,Fraud,Dharwad
002305.jpg,Karthik Rao,34,Smuggling,Mysore
002306.jpg,Sunil Sharma,30,Fraud,Kalaburagi
002307.jpg,Akash Sharma,31,Smuggling,Tumakuru
002308.jpg,Rohan Joshi,44,Fraud,Bangalore
002309.jpg,Amit Naik,51,Burglary,Mangalore
002310.jpg,Deepak Gupta,43,Forgery,Dharwad
002311.jpg,Ajay Gowda,39,Theft,Udupi
002312.jpg,Amit Joshi,36,Cyber Crime,Tumakuru
002313.jpg,Nikhil Gupta,56,Fraud,Mysore
002314.jpg,Suresh Verma,59,Kidnapping,Bangalore
002315.jpg,Anil Gowda,38,Forgery,Bangalore
002316.jpg,Anil Naik,29,Kidnapping,Belagavi
002317.jpg,Nikhil Yadav,36,Assault,Udupi
002318.jpg,Deepak Das,32,Smuggling,Udupi
002319.jpg,Suresh Joshi,28,Fraud,Tumakuru
002320.jpg,Mahesh Yadav,44,Robbery,Mysore
002321.jpg,Sunil Shetty,52,Vehicle Theft,Belagavi
002322.jpg,Karthik Das,60,Vehicle Theft,Shivamogga
002323.jpg,Nikhil Rao,32,Smuggling,Kalaburagi
002324.jpg,Rahul Joshi,23,Cyber Crime,Tumakuru
002325.jpg,Varun Naik,43,Smuggling,Belagavi
002326.jpg,Amit Reddy,37,Theft,Mysore
002327.jpg,Rohan Verma,42,Theft,Udupi
002328.jpg,Karthik Verma,39,Vehicle Theft,Bangalore
002329.jpg,Ravi Kumar,22,Forgery,Belagavi
002330.jpg,Mahesh Sharma,39,Fraud,Mangalore
002331.jpg,Ravi Gupta,42,Cyber Crime,Tumakuru
002332.jpg,Anil Sharma,44,Burglary,Mangalore
002333.jpg,Akash Joshi,51,Vehicle Theft,Dharwad
002334.jpg,Karthik Reddy,51,Kidnapping,Mangalore
002335.jpg,Sunil Gowda,39,Cyber Crime,Shivamogga
002336.jpg,Nikhil Joshi,55,Cyber Crime,Tumakuru
002337.jpg,Rohan Rao,36,Cyber Crime,Mangalore
002338.jpg,Suresh Verma,44,Vehicle Theft,Bangalore
002339.jpg,Amit Naik,24,Vehicle Theft,Belagavi
002340.jpg,Manoj Sharma,28,Cyber Crime,Kalaburagi
002341.jpg,Rohan Shetty,57,Robbery,Hubli
002342.jpg,Rohan Joshi,51,Cyber Crime,Bangalore
002343.jpg,Arjun Sharma,58,Theft,Dharwad
002344.jpg,Ravi Gupta,48,Assault,Dharwad
002345.jpg,Ajay Joshi,39,Forgery,Shivamogga
002346.jpg,Suresh Gowda,36,Cyber Crime,Shivamogga
002347.jpg,Arjun Nair,28,Vehicle Theft,Mangalore
002348.jpg,Varun Gupta,54,Forgery,Shivamogga
002349.jpg,Amit Verma,55,Assault,Tumakuru
002350.jpg,Nikhil Nair,34,Forgery,Dharwad
002351.jpg,Suresh Gupta,26,Assault,Dharwad
002352.jpg,Prakash Shetty,41,Robbery,Tumakuru
002353.jpg,Karthik Shetty,38,Kidnapping,Hubli
002354.jpg,Sunil Sharma,59,Vehicle Theft,Kalaburagi
002355.jpg,Arjun Kumar,52,Forgery,Udupi
002356.jpg,Prakash Joshi,44,Cyber Crime,Kalaburagi
002357.jpg,Arjun Nair,52,Fraud,Shivamogga
002358.jpg,Kiran Verma,60,Cyber Crime,Tumakuru
002359.jpg,Mahesh Gowda,53,Burglary,Mysore
002360.jpg,Sunil Kumar,37,Assault,Hubli
002361.jpg,Deepak Das,21,Assault,Hubli
002362.jpg,Mahesh Nair,26,Kidnapping,Mysore
002363.jpg,Nikhil Das,31,Fraud,Tumakuru
002364.jpg,Suresh Shetty,29,Theft,Mysore
002365.jpg,Vivek Yadav,51,Robbery,Shivamogga
002366.jpg,Vijay Gupta,60,Forgery,Bangalore
002367.jpg,Mahesh Gowda,59,Assault,Belagavi
002368.jpg,Kiran Kumar,44,Fraud,Shivamogga
002369.jpg,Vijay Gowda,26,Cyber Crime,Kalaburagi
002370.jpg,Akash Shetty,52,Cyber Crime,Dharwad
002371.jpg,Nikhil Naik,30,Kidnapping,Mysore
002372.jpg,Prakash Rao,37,Robbery,Mangalore
002373.jpg,Sunil Kumar,20,Kidnapping,Kalaburagi
002374.jpg,Suresh Gupta,54,Smuggling,Tumakuru
002375.jpg,Arjun Gupta,54,Robbery,Mangalore
002376.jpg,Sunil Singh,34,Smuggling,Shivamogga
002377.jpg,Sunil Joshi,29,Forgery,Dharwad
002378.jpg,Prakash Das,40,Kidnapping,Mangalore
002379.jpg,Akash Shetty,42,Forgery,Shivamogga
002380.jpg,Varun Patel,25,Theft,Bangalore
002381.jpg,Vijay Gupta,56,Cyber Crime,Belagavi
002382.jpg,Akash Yadav,38,Forgery,Hubli
002383.jpg,Akash Das,36,Forgery,Dharwad
002384.jpg,Suresh Joshi,33,Kidnapping,Belagavi
002385.jpg,Kiran Naik,53,Assault,Udupi
002386.jpg,Ravi Gowda,25,Fraud,Tumakuru
002387.jpg,Kiran Patel,20,Kidnapping,Shivamogga
